institution_code,form_factor,cathode,temperature,soc_window,charge_discharge_rate,replicate_letter,source_base,source_file,source_folder,cell_id,parse_status,n_cycles,q0,cycle_life,is_censored,last_cycle,last_qdis,min_qdis,missing_qdis_cycles,n_qdis_outliers_cleaned,n_qcharge_outliers_cleaned,cycle_index_min_raw,cycle_index_max_raw,columns,cycle_life_0p9,cycle_life_0p85,cycle_life_0p8,error_message
SNL,18650,NCA,25C,0-100,0.5-1C,a,SNL_18650_NCA_25C_0-100_0.5-1C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_25C_0-100_0.5-1C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_25C_0_100_0_5_1C_a,ok,654.0,3.09625,337.0,0.0,654.0,2.493,2.281,0.0,4.0,4.0,1.0,654.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",156.0,337.0,469.0,
SNL,18650,NCA,25C,0-100,0.5-1C,b,SNL_18650_NCA_25C_0-100_0.5-1C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_25C_0-100_0.5-1C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_25C_0_100_0_5_1C_b,ok,522.0,3.0895,228.0,0.0,522.0,2.492,2.388,0.0,3.0,3.0,1.0,522.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",130.0,228.0,376.0,
SNL,18650,NCA,25C,0-100,0.5-1C,c,SNL_18650_NCA_25C_0-100_0.5-1C_c,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_25C_0-100_0.5-1C_c_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_25C_0_100_0_5_1C_c,ok,522.0,3.128,228.0,0.0,522.0,2.452,2.35,0.0,3.0,3.0,1.0,522.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",148.0,228.0,370.0,
SNL,18650,NCA,25C,0-100,0.5-1C,d,SNL_18650_NCA_25C_0-100_0.5-1C_d,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_25C_0-100_0.5-1C_d_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_25C_0_100_0_5_1C_d,ok,654.0,3.0997500000000002,251.0,0.0,654.0,2.415,2.317,0.0,4.0,4.0,1.0,654.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",158.0,251.0,469.0,
SNL,18650,NCA,25C,0-100,0.5-2C,a,SNL_18650_NCA_25C_0-100_0.5-2C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_25C_0-100_0.5-2C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_25C_0_100_0_5_2C_a,ok,786.0,3.07475,225.0,0.0,786.0,2.437,1.745,0.0,6.0,6.0,1.0,786.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",124.0,225.0,431.0,
SNL,18650,NCA,25C,0-100,0.5-2C,b,SNL_18650_NCA_25C_0-100_0.5-2C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_25C_0-100_0.5-2C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_25C_0_100_0_5_2C_b,ok,786.0,3.0469999999999997,304.0,0.0,786.0,2.434,1.856,0.0,5.0,5.0,1.0,786.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",121.0,304.0,408.0,
SNL,18650,NCA,25C,20-80,0.5-0.5C,a,SNL_18650_NCA_25C_20-80_0.5-0.5C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_25C_20-80_0.5-0.5C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_25C_20_80_0_5_0_5C_a,ok,1160.0,2.85,5.0,0.0,1160.0,2.415,0.0,0.0,6.0,5.0,1.0,1160.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",5.0,5.0,5.0,
SNL,18650,NCA,25C,20-80,0.5-0.5C,b,SNL_18650_NCA_25C_20-80_0.5-0.5C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_25C_20-80_0.5-0.5C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_25C_20_80_0_5_0_5C_b,ok,1294.0,2.8605,5.0,0.0,1294.0,2.521,0.0,0.0,9.0,8.0,1.0,1294.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",5.0,5.0,5.0,
SNL,18650,NCA,25C,20-80,0.5-0.5C,c,SNL_18650_NCA_25C_20-80_0.5-0.5C_c,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_25C_20-80_0.5-0.5C_c_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_25C_20_80_0_5_0_5C_c,ok,1292.0,2.8602499999999997,5.0,0.0,1292.0,2.351,1.227,0.0,8.0,6.0,1.0,1292.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",5.0,5.0,5.0,
SNL,18650,NCA,25C,20-80,0.5-0.5C,d,SNL_18650_NCA_25C_20-80_0.5-0.5C_d,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_25C_20-80_0.5-0.5C_d_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_25C_20_80_0_5_0_5C_d,ok,1529.0,2.8040000000000003,5.0,0.0,1529.0,2.363,1.087,0.0,8.0,7.0,1.0,1529.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",5.0,5.0,5.0,
SNL,18650,NCA,25C,40-60,0.5-0.5C,a,SNL_18650_NCA_25C_40-60_0.5-0.5C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_25C_40-60_0.5-0.5C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_25C_40_60_0_5_0_5C_a,ok,7878.0,2.23425,5.0,0.0,7878.0,2.451,0.649,0.0,6.0,9.0,1.0,7878.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",4.0,5.0,5.0,
SNL,18650,NCA,25C,40-60,0.5-0.5C,b,SNL_18650_NCA_25C_40-60_0.5-0.5C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_25C_40-60_0.5-0.5C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_25C_40_60_0_5_0_5C_b,ok,6080.0,2.2425,5.0,0.0,6080.0,2.507,0.594,0.0,5.0,5.0,1.0,6080.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",4.0,5.0,5.0,
SNL,18650,NCA,35C,0-100,0.5-1C,a,SNL_18650_NCA_35C_0-100_0.5-1C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_35C_0-100_0.5-1C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_35C_0_100_0_5_1C_a,ok,515.0,3.17275,171.0,0.0,515.0,2.554,2.105,0.0,12.0,12.0,1.0,515.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",171.0,171.0,395.0,
SNL,18650,NCA,35C,0-100,0.5-1C,b,SNL_18650_NCA_35C_0-100_0.5-1C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_35C_0-100_0.5-1C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_35C_0_100_0_5_1C_b,ok,464.0,3.1247499999999997,320.0,0.0,464.0,2.412,2.225,0.0,9.0,9.0,1.0,464.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",217.0,320.0,336.0,
SNL,18650,NCA,35C,0-100,0.5-1C,c,SNL_18650_NCA_35C_0-100_0.5-1C_c,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_35C_0-100_0.5-1C_c_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_35C_0_100_0_5_1C_c,ok,515.0,3.17625,346.0,0.0,515.0,2.521,2.356,0.0,4.0,4.0,1.0,515.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",227.0,346.0,416.0,
SNL,18650,NCA,35C,0-100,0.5-1C,d,SNL_18650_NCA_35C_0-100_0.5-1C_d,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_35C_0-100_0.5-1C_d_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_35C_0_100_0_5_1C_d,ok,654.0,3.1966666666666663,320.0,0.0,654.0,2.376,1.94,0.0,10.0,11.0,1.0,654.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",38.0,320.0,446.0,
SNL,18650,NCA,35C,0-100,0.5-2C,a,SNL_18650_NCA_35C_0-100_0.5-2C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_35C_0-100_0.5-2C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_35C_0_100_0_5_2C_a,ok,654.0,3.11775,210.0,0.0,654.0,2.557,1.542,0.0,4.0,7.0,1.0,654.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",20.0,210.0,263.0,
SNL,18650,NCA,35C,0-100,0.5-2C,b,SNL_18650_NCA_35C_0-100_0.5-2C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NCA/SNL_18650_NCA_35C_0-100_0.5-2C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NCA,sandia_SNL_18650_NCA_35C_0_100_0_5_2C_b,ok,786.0,3.07675,216.0,0.0,786.0,2.518,1.836,0.0,9.0,11.0,1.0,786.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",103.0,216.0,263.0,
SNL,18650,NMC,15C,0-100,0.5-1C,a,SNL_18650_NMC_15C_0-100_0.5-1C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_15C_0-100_0.5-1C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_15C_0_100_0_5_1C_a,ok,513.0,2.68125,105.0,0.0,513.0,1.628,1.591,0.0,2.0,2.0,1.0,513.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",66.0,105.0,153.0,
SNL,18650,NMC,15C,0-100,0.5-1C,b,SNL_18650_NMC_15C_0-100_0.5-1C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_15C_0-100_0.5-1C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_15C_0_100_0_5_1C_b,ok,513.0,2.5432499999999996,142.0,0.0,513.0,1.675,1.601,0.0,2.0,2.0,1.0,513.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",99.0,142.0,232.0,
SNL,18650,NMC,15C,0-100,0.5-2C,a,SNL_18650_NMC_15C_0-100_0.5-2C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_15C_0-100_0.5-2C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_15C_0_100_0_5_2C_a,ok,389.0,2.7175000000000002,102.0,0.0,389.0,1.933,1.91,0.0,2.0,2.0,1.0,389.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",62.0,102.0,147.0,
SNL,18650,NMC,15C,0-100,0.5-2C,b,SNL_18650_NMC_15C_0-100_0.5-2C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_15C_0-100_0.5-2C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_15C_0_100_0_5_2C_b,ok,389.0,2.68275,103.0,0.0,389.0,1.907,1.881,0.0,2.0,2.0,1.0,389.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",65.0,103.0,148.0,
SNL,18650,NMC,25C,0-100,0.5-0.5C,a,SNL_18650_NMC_25C_0-100_0.5-0.5C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_0-100_0.5-0.5C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_0_100_0_5_0_5C_a,ok,553.0,2.8819999999999997,49.0,0.0,553.0,2.296,2.138,0.0,5.0,4.0,1.0,553.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",30.0,49.0,61.0,
SNL,18650,NMC,25C,0-100,0.5-0.5C,b,SNL_18650_NMC_25C_0-100_0.5-0.5C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_0-100_0.5-0.5C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_0_100_0_5_0_5C_b,ok,679.0,2.9675000000000002,327.0,0.0,679.0,2.253,2.253,0.0,4.0,4.0,1.0,679.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",83.0,327.0,531.0,
SNL,18650,NMC,25C,0-100,0.5-1C,a,SNL_18650_NMC_25C_0-100_0.5-1C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_0-100_0.5-1C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_0_100_0_5_1C_a,ok,521.0,2.9415,271.0,0.0,521.0,2.365,2.357,0.0,3.0,3.0,1.0,521.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",94.0,271.0,,
SNL,18650,NMC,25C,0-100,0.5-1C,b,SNL_18650_NMC_25C_0-100_0.5-1C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_0-100_0.5-1C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_0_100_0_5_1C_b,ok,785.0,2.8877500000000005,340.0,0.0,785.0,2.306,2.296,0.0,5.0,5.0,1.0,785.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",103.0,340.0,736.0,
SNL,18650,NMC,25C,0-100,0.5-1C,c,SNL_18650_NMC_25C_0-100_0.5-1C_c,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_0-100_0.5-1C_c_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_0_100_0_5_1C_c,ok,397.0,2.9055,282.0,0.0,397.0,2.344,2.337,0.0,3.0,3.0,1.0,397.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",106.0,282.0,,
SNL,18650,NMC,25C,0-100,0.5-1C,d,SNL_18650_NMC_25C_0-100_0.5-1C_d,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_0-100_0.5-1C_d_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_0_100_0_5_1C_d,ok,529.0,2.93025,285.0,0.0,529.0,2.287,2.28,0.0,4.0,4.0,1.0,529.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",90.0,285.0,441.0,
SNL,18650,NMC,25C,0-100,0.5-2C,a,SNL_18650_NMC_25C_0-100_0.5-2C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_0-100_0.5-2C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_0_100_0_5_2C_a,ok,661.0,2.904,233.0,0.0,661.0,2.264,2.247,0.0,5.0,5.0,1.0,661.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",98.0,233.0,596.0,
SNL,18650,NMC,25C,0-100,0.5-2C,b,SNL_18650_NMC_25C_0-100_0.5-2C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_0-100_0.5-2C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_0_100_0_5_2C_b,ok,1321.0,2.79325,135.0,0.0,1321.0,2.215,2.202,0.0,10.0,10.0,1.0,1321.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",133.0,135.0,1180.0,
SNL,18650,NMC,25C,0-100,0.5-3C,a,SNL_18650_NMC_25C_0-100_0.5-3C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_0-100_0.5-3C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_0_100_0_5_3C_a,ok,730.0,2.91375,261.0,0.0,730.0,2.347,2.181,0.0,4.0,4.0,1.0,730.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",90.0,261.0,289.0,
SNL,18650,NMC,25C,0-100,0.5-3C,b,SNL_18650_NMC_25C_0-100_0.5-3C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_0-100_0.5-3C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_0_100_0_5_3C_b,ok,552.0,2.9385,287.0,0.0,552.0,2.371,2.347,0.0,3.0,5.0,1.0,552.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",86.0,287.0,422.0,
SNL,18650,NMC,25C,0-100,0.5-3C,c,SNL_18650_NMC_25C_0-100_0.5-3C_c,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_0-100_0.5-3C_c_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_0_100_0_5_3C_c,ok,698.0,2.938,305.0,0.0,698.0,2.391,2.374,0.0,6.0,8.0,1.0,698.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",78.0,305.0,,
SNL,18650,NMC,25C,0-100,0.5-3C,d,SNL_18650_NMC_25C_0-100_0.5-3C_d,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_0-100_0.5-3C_d_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_0_100_0_5_3C_d,ok,905.0,2.9475000000000002,304.0,0.0,905.0,2.333,2.317,0.0,5.0,6.0,1.0,905.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",82.0,304.0,478.0,
SNL,18650,NMC,25C,20-80,0.5-0.5C,a,SNL_18650_NMC_25C_20-80_0.5-0.5C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_20-80_0.5-0.5C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_20_80_0_5_0_5C_a,ok,4351.0,2.54025,5.0,0.0,4351.0,2.369,1.136,0.0,15.0,14.0,1.0,4351.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",5.0,5.0,5.0,
SNL,18650,NMC,25C,20-80,0.5-0.5C,b,SNL_18650_NMC_25C_20-80_0.5-0.5C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_20-80_0.5-0.5C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_20_80_0_5_0_5C_b,ok,3631.0,2.5432499999999996,5.0,0.0,3631.0,2.377,1.23,0.0,22.0,21.0,1.0,3631.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",5.0,5.0,5.0,
