pair,dataset_a,dataset_b,n_cycles,feature_set,rank,feature,abs_mean_shift_z,mu_matr,mu_hust,mu_sandia,mu_luh
matr_vs_hust,matr,hust,100,34,30,cycle_to_98pct,0.11529454176743326,-0.04309553260238908,0.07219900916504417,,
matr_vs_hust,matr,hust,100,34,31,cycle_to_95pct,0.11126124104191722,-0.04158793961275384,0.06967330142916338,,
matr_vs_hust,matr,hust,100,34,32,poly2_b,0.09888485630256243,-0.0369618152198899,0.06192304108267253,,
matr_vs_hust,matr,hust,100,34,33,Qdis_N,0.09450434830294946,0.03532444087051887,-0.05917990743243059,,
matr_vs_hust,matr,hust,100,34,34,range_Qdis,0.07229030635962817,0.027021133930540647,-0.045269172429087526,,
matr_vs_sandia,matr,sandia,100,34,1,cycle_to_99pct,2.1253184574846085,0.5936643735990526,,-1.531654083885556,
matr_vs_sandia,matr,sandia,100,34,2,retention_ratio,1.9142634270049226,0.5347104544706485,,-1.3795529725342741,
matr_vs_sandia,matr,sandia,100,34,3,delta_Qdis,1.9136015965793693,0.5345255856366954,,-1.3790760109426738,
matr_vs_sandia,matr,sandia,100,34,4,mean_diff,1.9136015965793447,0.5345255856366884,,-1.3790760109426563,
matr_vs_sandia,matr,sandia,100,34,5,Qdis_N,1.8849883214240437,0.5265330506771119,,-1.358455270746932,
matr_vs_sandia,matr,sandia,100,34,6,cycle_to_98pct,1.8753817301681872,0.5238496452983764,,-1.3515320848698107,
matr_vs_sandia,matr,sandia,100,34,7,Qdis_cycle10,1.8586205936652265,0.5191677635936464,,-1.3394528300715802,
matr_vs_sandia,matr,sandia,100,34,8,slope_linear,1.8191505727759858,0.5081426180938506,,-1.3110079546821352,
matr_vs_sandia,matr,sandia,100,34,9,exp_decay_k,1.8137361766898652,-0.5066302169524763,,1.3071059597373889,
matr_vs_sandia,matr,sandia,100,34,10,slope_first_quarter,1.780709425537984,0.49740486746871065,,-1.2833045580692735,
matr_vs_sandia,matr,sandia,100,34,11,mad_Qdis,1.7399467052597233,-0.4860186327541127,,1.2539280725056106,
matr_vs_sandia,matr,sandia,100,34,12,cycle_to_95pct,1.736575856611219,0.4850770549193347,,-1.2514988016918844,
matr_vs_sandia,matr,sandia,100,34,13,pos_neg_diff_ratio,1.6779848981822678,0.4687108654140413,,-1.2092740327682265,
matr_vs_sandia,matr,sandia,100,34,14,linearity_r2,1.577185815443141,-0.4405546970511569,,1.1366311183919842,
matr_vs_sandia,matr,sandia,100,34,15,poly2_b,1.543780915594588,0.43122371943982907,,-1.112557196154759,
matr_vs_sandia,matr,sandia,100,34,16,skewness_Qdis,1.1464645685455461,-0.320241499593728,,0.8262230689518182,
matr_vs_sandia,matr,sandia,100,34,17,poly2_c,1.0173476057780304,-0.28417530887654485,,0.7331722969014856,
matr_vs_sandia,matr,sandia,100,34,18,sample_entropy,0.8939806921480409,0.2497152771363244,,-0.6442654150117164,
matr_vs_sandia,matr,sandia,100,34,19,poly2_a,0.8418749113351658,0.2351605897584204,,-0.6067143215767453,
matr_vs_sandia,matr,sandia,100,34,20,variance_Qdis,0.5840541536942443,-0.16314361835034757,,0.4209105353438967,
matr_vs_sandia,matr,sandia,100,34,21,n_capacity_jumps,0.565471540112348,-0.15795294416546035,,0.4075185959468877,
matr_vs_sandia,matr,sandia,100,34,22,slope_last_quarter,0.5475795992348864,0.15295519531700735,,-0.39462440391787906,
matr_vs_sandia,matr,sandia,100,34,23,kurtosis_Qdis,0.518916011249702,0.1449486064943301,,-0.3739674047553719,
matr_vs_sandia,matr,sandia,100,34,24,range_Qdis,0.5077493449000485,-0.14182942594973422,,0.3659199189503143,
matr_vs_sandia,matr,sandia,100,34,25,autocorr_lag1,0.5032859611448094,-0.14058267071084063,,0.36270329043396876,
matr_vs_sandia,matr,sandia,100,34,26,slope_ratio,0.4375597505839023,-0.12222339401784982,,0.31533635656605247,
matr_vs_sandia,matr,sandia,100,34,27,knee_cycle,0.2602276358054844,-0.07268928374454883,,0.18753835206093558,
matr_vs_sandia,matr,sandia,100,34,28,accel_mean,0.24263039142512252,-0.06777385235338618,,0.17485653907173634,
matr_vs_sandia,matr,sandia,100,34,29,spectral_entropy,0.18151633563488678,-0.05070288704885071,,0.13081344858603608,
matr_vs_sandia,matr,sandia,100,34,30,accel_max_abs,0.029129136649508558,0.008136630349024726,,-0.020992506300483833,
matr_vs_sandia,matr,sandia,100,34,31,std_diff,0.01776049732119217,-0.0049610327712827605,,0.012799464549909408,
matr_vs_sandia,matr,sandia,100,34,32,max_drop,0.015499529856662432,0.004329477613592873,,-0.011170052243069559,
matr_vs_sandia,matr,sandia,100,34,33,accel_std,0.009937219417654249,0.002775759613869918,,-0.007161459803784331,
matr_vs_sandia,matr,sandia,100,34,34,fft_top3_energy_ratio,0.00828689894519413,-0.002314776241673629,,0.005972122703520501,
matr_vs_luh,matr,luh,100,34,1,cycle_to_99pct,1.968905616922925,0.8881021080588513,,,-1.0808035088640737
matr_vs_luh,matr,luh,100,34,2,cycle_to_98pct,1.953830186587052,0.8813021267158617,,,-1.0725280598711902
matr_vs_luh,matr,luh,100,34,3,Qdis_cycle10,1.7562223094912508,0.7921683608768889,,,-0.9640539486143619
matr_vs_luh,matr,luh,100,34,4,autocorr_lag1,1.732810384899211,-0.7816080885077291,,,0.9512022963914818
matr_vs_luh,matr,luh,100,34,5,pos_neg_diff_ratio,1.705972419944913,0.769502453251748,,,-0.9364699666931652
matr_vs_luh,matr,luh,100,34,6,slope_first_quarter,1.7048959198056015,0.7690168829761436,,,-0.9358790368294579
matr_vs_luh,matr,luh,100,34,7,accel_mean,1.6972637892385478,-0.7655743049331322,,,0.9316894843054156
matr_vs_luh,matr,luh,100,34,8,linearity_r2,1.6614828342050065,-0.7494348103222586,,,0.912048023882748
matr_vs_luh,matr,luh,100,34,9,poly2_b,1.648146710167992,0.7434193671396048,,,-0.9047273430283874
matr_vs_luh,matr,luh,100,34,10,retention_ratio,1.4955945153172658,0.6746085898877868,,,-0.820985925429479
matr_vs_luh,matr,luh,100,34,11,delta_Qdis,1.494782947562718,0.67424252102829,,,-0.820540426534428
matr_vs_luh,matr,luh,100,34,12,mean_diff,1.4947829475626822,0.6742425210282738,,,-0.8205404265344084
matr_vs_luh,matr,luh,100,34,13,Qdis_N,1.4768933997417073,0.6661731930749833,,,-0.8107202066667238
matr_vs_luh,matr,luh,100,34,14,slope_linear,1.4297377791447778,0.644902998252538,,,-0.7848347808922397
matr_vs_luh,matr,luh,100,34,15,exp_decay_k,1.3929202606526156,-0.628295947358201,,,0.7646243132944145
matr_vs_luh,matr,luh,100,34,16,mad_Qdis,1.3440308035022235,-0.6062436815797264,,,0.7377871219224971
matr_vs_luh,matr,luh,100,34,17,sample_entropy,1.2829786442616005,0.5787052608158708,,,-0.7042733834457298
matr_vs_luh,matr,luh,100,34,18,poly2_c,1.1919491188709053,-0.5376451344694296,,,0.6543039844014755
matr_vs_luh,matr,luh,100,34,19,skewness_Qdis,1.1867786704564383,-0.5353129322058827,,,0.6514657382505554
matr_vs_luh,matr,luh,100,34,20,cycle_to_95pct,1.1447531329041745,0.5163567322886914,,,-0.6283964006154831
matr_vs_luh,matr,luh,100,34,21,slope_last_quarter,1.0985666386008532,0.49552367528378916,,,-0.6030429633170641
matr_vs_luh,matr,luh,100,34,22,knee_cycle,0.839271042319381,-0.3785648105781038,,,0.46070623174127723
matr_vs_luh,matr,luh,100,34,23,kurtosis_Qdis,0.7052820616736795,0.3181272278187661,,,-0.38715483385491334
matr_vs_luh,matr,luh,100,34,24,fft_top3_energy_ratio,0.615924076045883,-0.2778210725994183,,,0.33810300344646466
matr_vs_luh,matr,luh,100,34,25,variance_Qdis,0.601456140914984,-0.27129511037016313,,,0.3301610305448209
matr_vs_luh,matr,luh,100,34,26,slope_ratio,0.4760194581327879,-0.21471515983861922,,,0.2613042982941687
matr_vs_luh,matr,luh,100,34,27,range_Qdis,0.470396103328376,-0.2121786678842887,,,0.2582174354440873
matr_vs_luh,matr,luh,100,34,28,poly2_a,0.44862451437561135,-0.20235829159074947,,,0.24626622278486188
matr_vs_luh,matr,luh,100,34,29,spectral_entropy,0.3793258921555471,0.17110018965314053,,,-0.20822570250240655
matr_vs_luh,matr,luh,100,34,30,n_capacity_jumps,0.2392082507707713,0.10789818970936914,,,-0.13131006106140217
matr_vs_luh,matr,luh,100,34,31,accel_std,0.16056145281722428,0.07242346382393944,,,-0.08813798899328483
matr_vs_luh,matr,luh,100,34,32,accel_max_abs,0.1538954032380718,0.06941664997121533,,,-0.08447875326685647
matr_vs_luh,matr,luh,100,34,33,std_diff,0.14720191137444913,0.06639745789656003,,,-0.0808044534778891
matr_vs_luh,matr,luh,100,34,34,max_drop,0.14640590028680833,0.0660384060868157,,,-0.08036749419999265
hust_vs_sandia,hust,sandia,100,34,1,cycle_to_99pct,1.905029748564639,,0.7500117120333226,-1.1550180365313165,
hust_vs_sandia,hust,sandia,100,34,2,retention_ratio,1.7095236728564154,,0.6730408160852005,-1.036482856771215,
hust_vs_sandia,hust,sandia,100,34,3,mean_diff,1.7086917150176664,,0.6727132736290024,-1.035978441388664,
hust_vs_sandia,hust,sandia,100,34,4,delta_Qdis,1.7086917150176641,,0.6727132736290017,-1.0359784413886626,
hust_vs_sandia,hust,sandia,100,34,5,cycle_to_98pct,1.6994719279629695,,0.6690834362058934,-1.030388491757076,
hust_vs_sandia,hust,sandia,100,34,6,Qdis_N,1.6918006296037646,,0.6660632400014863,-1.0257373896022783,
hust_vs_sandia,hust,sandia,100,34,7,pos_neg_diff_ratio,1.676691558869559,,0.6601147869565194,-1.0165767719130396,
hust_vs_sandia,hust,sandia,100,34,8,slope_linear,1.6421608491269781,,0.6465200193413299,-0.9956408297856482,
hust_vs_sandia,hust,sandia,100,34,9,exp_decay_k,1.6345348091458138,,-0.6435176413959895,0.9910171677498244,
hust_vs_sandia,hust,sandia,100,34,10,Qdis_cycle10,1.6065126857357936,,0.6324853093447946,-0.974027376390999,
hust_vs_sandia,hust,sandia,100,34,11,cycle_to_95pct,1.550297864398706,,0.6103534899207502,-0.9399443744779556,
hust_vs_sandia,hust,sandia,100,34,12,range_Qdis,1.5484866575220693,,-0.6096404163472714,0.938846241174798,
hust_vs_sandia,hust,sandia,100,34,13,mad_Qdis,1.5434551193377881,,-0.6076594958022788,0.9357956235355093,
hust_vs_sandia,hust,sandia,100,34,14,slope_first_quarter,1.5350358010164882,,0.6043448035497985,-0.9306909974666897,
hust_vs_sandia,hust,sandia,100,34,15,poly2_b,1.358479607914577,,0.5348344913049514,-0.8236451166096255,
hust_vs_sandia,hust,sandia,100,34,16,variance_Qdis,1.250830721845294,,-0.4924530400965724,0.7583776817487217,
hust_vs_sandia,hust,sandia,100,34,17,sample_entropy,1.1388852569124976,,0.44838002240649505,-0.6905052345060027,
hust_vs_sandia,hust,sandia,100,34,18,autocorr_lag1,1.0839547693682299,,-0.4267538462079645,0.6572009231602653,
hust_vs_sandia,hust,sandia,100,34,19,skewness_Qdis,1.002932229945951,,-0.3948552086401382,0.6080770213058129,
hust_vs_sandia,hust,sandia,100,34,20,poly2_c,0.9369066643186703,,-0.3688608914640434,0.5680457728546269,
hust_vs_sandia,hust,sandia,100,34,21,fft_top3_energy_ratio,0.9262188520842191,,0.36465309137173874,-0.5615657607124803,
hust_vs_sandia,hust,sandia,100,34,22,max_drop,0.9250503004572495,,-0.36419303167608247,0.5608572687811669,
hust_vs_sandia,hust,sandia,100,34,23,spectral_entropy,0.8840151229750255,,-0.34803744999016745,0.5359776729848581,
hust_vs_sandia,hust,sandia,100,34,24,slope_ratio,0.8796448084737204,,-0.34631685372981125,0.5333279547439091,
hust_vs_sandia,hust,sandia,100,34,25,linearity_r2,0.8432580420567537,,-0.33199135514045436,0.5112666869162994,
hust_vs_sandia,hust,sandia,100,34,26,poly2_a,0.8132325774828942,,0.3201703060956185,-0.49306227138727576,
hust_vs_sandia,hust,sandia,100,34,27,std_diff,0.7812973504298926,,-0.3075973820590128,0.4736999683708797,
hust_vs_sandia,hust,sandia,100,34,28,accel_max_abs,0.7485522628526323,,-0.29470561529631195,0.45384664755632037,
hust_vs_sandia,hust,sandia,100,34,29,accel_std,0.6868898454714377,,-0.2704290730202511,0.4164607724511866,
hust_vs_sandia,hust,sandia,100,34,30,n_capacity_jumps,0.49096581177950155,,-0.19329362668484312,0.2976721850946584,
hust_vs_sandia,hust,sandia,100,34,31,slope_last_quarter,0.4345084050879737,,0.1710663012157377,-0.26344210387223604,
hust_vs_sandia,hust,sandia,100,34,32,kurtosis_Qdis,0.3444570166108816,,0.13561299866570148,-0.20884401794518012,
hust_vs_sandia,hust,sandia,100,34,33,knee_cycle,0.22895523863764444,,0.09013985773135597,-0.13881538090628848,
hust_vs_sandia,hust,sandia,100,34,34,accel_mean,0.07024417057940888,,-0.02765518526748381,0.042588985311925065,
hust_vs_luh,hust,luh,100,34,1,cycle_to_98pct,1.9725327560356893,,1.1425599570479947,,-0.8299727989876946
hust_vs_luh,hust,luh,100,34,2,cycle_to_99pct,1.9565441070140361,,1.133298772368786,,-0.8232453346452502
hust_vs_luh,hust,luh,100,34,3,accel_std,1.9532288575859509,,1.1313784639568896,,-0.8218503936290612
hust_vs_luh,hust,luh,100,34,4,autocorr_lag1,1.9292004267701772,,-1.1174603564898296,,0.8117400702803478
hust_vs_luh,hust,luh,100,34,5,accel_max_abs,1.8915951615203985,,1.0956780717003403,,-0.7959170898200584
hust_vs_luh,hust,luh,100,34,6,pos_neg_diff_ratio,1.8124485147611913,,1.0498335659272473,,-0.762614948833944
hust_vs_luh,hust,luh,100,34,7,sample_entropy,1.7642910083388341,,1.021939054010472,,-0.742351954328362
hust_vs_luh,hust,luh,100,34,8,slope_first_quarter,1.6033933205861008,,0.9287414862411295,,-0.6746518343449712
hust_vs_luh,hust,luh,100,34,9,poly2_b,1.5868348201378448,,0.9191502236864019,,-0.6676845964514428
hust_vs_luh,hust,luh,100,34,10,Qdis_cycle10,1.5707528412255174,,0.9098349790704816,,-0.6609178621550358
hust_vs_luh,hust,luh,100,34,11,retention_ratio,1.3979997540052211,,0.8097703493144999,,-0.5882294046907213
hust_vs_luh,hust,luh,100,34,12,delta_Qdis,1.3970189059874079,,0.809202207839701,,-0.587816698147707
hust_vs_luh,hust,luh,100,34,13,mean_diff,1.3970189059873817,,0.8092022078396857,,-0.5878166981476961
hust_vs_luh,hust,luh,100,34,14,Qdis_N,1.3895081194168903,,0.8048516975857415,,-0.584656421831149
hust_vs_luh,hust,luh,100,34,15,slope_linear,1.3363507993814863,,0.7740611187674182,,-0.5622896806140681
hust_vs_luh,hust,luh,100,34,16,exp_decay_k,1.2962700882520315,,-0.7508449691514499,,0.5454251191005816
hust_vs_luh,hust,luh,100,34,17,range_Qdis,1.2814293094424731,,-0.7422486710431813,,0.5391806383992919
hust_vs_luh,hust,luh,100,34,18,mad_Qdis,1.2118988747755526,,-0.7019742116186262,,0.5099246631569264
hust_vs_luh,hust,luh,100,34,19,poly2_c,1.2040866004024804,,-0.6974490690855896,,0.5066375313168907
hust_vs_luh,hust,luh,100,34,20,linearity_r2,1.157231993304372,,-0.6703092420232971,,0.48692275128107493
hust_vs_luh,hust,luh,100,34,21,skewness_Qdis,1.1055963373574955,,-0.6404000642617187,,0.4651962730957768
hust_vs_luh,hust,luh,100,34,22,kurtosis_Qdis,1.0910878285940193,,0.6319962285845139,,-0.45909160000950544
hust_vs_luh,hust,luh,100,34,23,cycle_to_95pct,1.0631009577218093,,0.6157852541995179,,-0.4473157035222915
hust_vs_luh,hust,luh,100,34,24,std_diff,1.0251543775521803,,0.5938052678717547,,-0.4313491096804257
hust_vs_luh,hust,luh,100,34,25,slope_ratio,0.9923721266577517,,-0.5748166416706103,,0.4175554849871414
hust_vs_luh,hust,luh,100,34,26,slope_last_quarter,0.9860685887845942,,0.5711654120828797,,-0.4149031767017145
hust_vs_luh,hust,luh,100,34,27,accel_mean,0.9632396104775358,,-0.5579420694569335,,0.4052975410206024
hust_vs_luh,hust,luh,100,34,28,variance_Qdis,0.7544671285309905,,-0.4370137465807924,,0.31745338195019807
hust_vs_luh,hust,luh,100,34,29,fft_top3_energy_ratio,0.41516718878837555,,-0.24047935525446915,,0.1746878335339064
hust_vs_luh,hust,luh,100,34,30,poly2_a,0.3026524340392327,,-0.17530687436153378,,0.12734555967769895
hust_vs_luh,hust,luh,100,34,31,max_drop,0.22686463910154314,,0.131407933031495,,-0.09545670607004814
hust_vs_luh,hust,luh,100,34,32,knee_cycle,0.22081672253212828,,-0.12790476824265354,,0.09291195428947474
hust_vs_luh,hust,luh,100,34,33,spectral_entropy,0.05392028086932878,,0.031232512416116024,,-0.02268776845321275
hust_vs_luh,hust,luh,100,34,34,n_capacity_jumps,0.0,,0.0,,0.0
sandia_vs_luh,sandia,luh,100,34,1,autocorr_lag1,1.7816699455805933,,,-1.210621886099634,0.5710480594809592
sandia_vs_luh,sandia,luh,100,34,2,fft_top3_energy_ratio,1.288898598357824,,,-0.8757900732431367,0.4131085251146874
sandia_vs_luh,sandia,luh,100,34,3,sample_entropy,1.2520381659181858,,,0.8507438819700494,-0.40129428394813643
sandia_vs_luh,sandia,luh,100,34,4,spectral_entropy,1.1931648001068964,,,0.8107401846880196,-0.3824246154188768
sandia_vs_luh,sandia,luh,100,34,5,Qdis_cycle10,1.1208410332079863,,,-0.7615971123079832,0.3592439209000031
sandia_vs_luh,sandia,luh,100,34,6,kurtosis_Qdis,1.1025778517992042,,,0.7491875146840745,-0.3533903371151297
sandia_vs_luh,sandia,luh,100,34,7,max_drop,1.0198352570462625,,,0.6929649823519477,-0.3268702746943149
sandia_vs_luh,sandia,luh,100,34,8,pos_neg_diff_ratio,1.003714924163519,,,0.6820114228290578,-0.3217035013344613
sandia_vs_luh,sandia,luh,100,34,9,linearity_r2,0.9889087789418572,,,-0.6719508369733137,0.31695794196854354
sandia_vs_luh,sandia,luh,100,34,10,poly2_a,0.945629947599038,,,-0.6425434259327055,0.3030865216663325
sandia_vs_luh,sandia,luh,100,34,11,std_diff,0.9061409621509633,,,0.6157111665897571,-0.2904297955612061
sandia_vs_luh,sandia,luh,100,34,12,accel_max_abs,0.8809827867746772,,,0.5986165089622807,-0.28236627781239654
sandia_vs_luh,sandia,luh,100,34,13,accel_std,0.8769279675610844,,,0.595861311291506,-0.28106665626957833
sandia_vs_luh,sandia,luh,100,34,14,cycle_to_95pct,0.5660318492580646,,,-0.3846113847522744,0.18142046450579016
sandia_vs_luh,sandia,luh,100,34,15,n_capacity_jumps,0.5426464184299173,,,0.3687212843177643,-0.17392513411215302
sandia_vs_luh,sandia,luh,100,34,16,knee_cycle,0.35076876517812133,,,-0.23834287890308253,0.11242588627503881
sandia_vs_luh,sandia,luh,100,34,17,skewness_Qdis,0.29926063360247934,,,0.20334376385809488,-0.09591686974438447
sandia_vs_luh,sandia,luh,100,34,18,slope_last_quarter,0.24876839892941283,,,0.1690349377340881,-0.07973346119532472
sandia_vs_luh,sandia,luh,100,34,19,slope_first_quarter,0.2332207372360366,,,-0.1584705009424351,0.07475023629360152
sandia_vs_luh,sandia,luh,100,34,20,cycle_to_98pct,0.23124787733540564,,,0.15712996793303197,-0.07411790940237369
sandia_vs_luh,sandia,luh,100,34,21,range_Qdis,0.2253680927968119,,,0.15313472972091088,-0.072233363075901
sandia_vs_luh,sandia,luh,100,34,22,poly2_c,0.217207188383167,,,0.14758949979881858,-0.0696176885843484
sandia_vs_luh,sandia,luh,100,34,23,mad_Qdis,0.17635715431027874,,,-0.11983242536467649,0.05652472894560224
sandia_vs_luh,sandia,luh,100,34,24,slope_linear,0.17544217487781041,,,0.11921070857082014,-0.05623146630699028
sandia_vs_luh,sandia,luh,100,34,25,exp_decay_k,0.16638590037800183,,,-0.11305708615428317,0.05332881422371867
sandia_vs_luh,sandia,luh,100,34,26,variance_Qdis,0.15279904016444001,,,-0.10382498882968356,0.04897405133475644
sandia_vs_luh,sandia,luh,100,34,27,slope_ratio,0.13988851606994568,,,0.09505245322701436,-0.04483606284293133
sandia_vs_luh,sandia,luh,100,34,28,cycle_to_99pct,0.09891965852713577,,,-0.06721463976843844,0.031705018758697336
sandia_vs_luh,sandia,luh,100,34,29,poly2_b,0.06309795765917266,,,-0.04287425328123291,0.02022370437793974
sandia_vs_luh,sandia,luh,100,34,30,accel_mean,0.04973780449763811,,,-0.03379620049198487,0.015941604005653243
sandia_vs_luh,sandia,luh,100,34,31,Qdis_N,0.04619200372516903,,,0.03138687432607722,-0.014805129399091807
sandia_vs_luh,sandia,luh,100,34,32,delta_Qdis,0.0043857281031443466,,,-0.002980046018803375,0.0014056820843409716
sandia_vs_luh,sandia,luh,100,34,33,mean_diff,0.0043857281031285805,,,-0.0029800460187924395,0.001405682084336141
sandia_vs_luh,sandia,luh,100,34,34,retention_ratio,0.00019670345173575674,,,0.00013365747361749892,-6.304597811825782e-05
